------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.81 port 5001 connected with 192.168.2.85 port 58698
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3] 139.0-140.0 sec  4.88 MBytes  40.9 Mbits/sec   3.170 ms    1/ 3480 (0.029%)
[  3] 140.0-141.0 sec  3.79 MBytes  31.8 Mbits/sec   2.044 ms    0/ 2706 (0%)
[  3] 141.0-142.0 sec  2.48 MBytes  20.8 Mbits/sec   0.487 ms    1/ 1770 (0.056%)
[  3] 142.0-143.0 sec  2.91 MBytes  24.4 Mbits/sec   0.808 ms    1/ 2074 (0.048%)
[  3] 143.0-144.0 sec  4.17 MBytes  35.0 Mbits/sec   4.872 ms    0/ 2978 (0%)
[  3] 144.0-145.0 sec  2.24 MBytes  18.8 Mbits/sec   0.444 ms    4/ 1602 (0.25%)
[  3] 145.0-146.0 sec  4.20 MBytes  35.2 Mbits/sec   0.429 ms    1/ 2996 (0.033%)
[  3] 146.0-147.0 sec  4.65 MBytes  39.0 Mbits/sec   1.483 ms    1/ 3319 (0.03%)
[  3] 147.0-148.0 sec  3.34 MBytes  28.0 Mbits/sec   1.406 ms    1/ 2383 (0.042%)
[  3] 148.0-149.0 sec  3.44 MBytes  28.8 Mbits/sec   1.306 ms    1/ 2452 (0.041%)
[  3] 149.0-150.0 sec  2.43 MBytes  20.4 Mbits/sec   0.506 ms    2/ 1734 (0.12%)
[  3] 150.0-151.0 sec  3.06 MBytes  25.7 Mbits/sec   0.419 ms    0/ 2184 (0%)
[  3] 151.0-152.0 sec  2.60 MBytes  21.8 Mbits/sec   1.989 ms    3/ 1856 (0.16%)
[  3] 152.0-153.0 sec  3.76 MBytes  31.6 Mbits/sec   1.153 ms    0/ 2683 (0%)
[  3] 153.0-154.0 sec  3.46 MBytes  29.0 Mbits/sec   1.268 ms    2/ 2467 (0.081%)
[  3] 154.0-155.0 sec  3.69 MBytes  30.9 Mbits/sec   3.160 ms    0/ 2631 (0%)
[  3] 155.0-156.0 sec  3.07 MBytes  25.7 Mbits/sec   1.025 ms    2/ 2189 (0.091%)
[  3] 156.0-157.0 sec  3.65 MBytes  30.6 Mbits/sec   1.530 ms    8/ 2610 (0.31%)
[  3] 157.0-158.0 sec  3.96 MBytes  33.3 Mbits/sec   0.139 ms    1/ 2829 (0.035%)
[  3] 158.0-159.0 sec  2.37 MBytes  19.9 Mbits/sec   0.867 ms    3/ 1693 (0.18%)
[  3] 159.0-160.0 sec  3.78 MBytes  31.7 Mbits/sec   3.357 ms    0/ 2697 (0%)
[  3] 160.0-161.0 sec  3.52 MBytes  29.5 Mbits/sec   0.648 ms    1/ 2510 (0.04%)
[  3] 161.0-162.0 sec  2.78 MBytes  23.4 Mbits/sec   0.922 ms    2/ 1988 (0.1%)
[  3] 162.0-163.0 sec  3.48 MBytes  29.2 Mbits/sec   0.962 ms    0/ 2479 (0%)
[  3] 163.0-164.0 sec  2.35 MBytes  19.7 Mbits/sec   2.971 ms    0/ 1674 (0%)
[  3] 164.0-165.0 sec  3.19 MBytes  26.8 Mbits/sec   0.611 ms    1/ 2279 (0.044%)
[  3] 165.0-166.0 sec  2.87 MBytes  24.1 Mbits/sec   0.221 ms    1/ 2050 (0.049%)
[  3] 166.0-167.0 sec  3.06 MBytes  25.7 Mbits/sec   0.540 ms    1/ 2187 (0.046%)
[  3] 167.0-168.0 sec  3.26 MBytes  27.4 Mbits/sec   3.011 ms    0/ 2326 (0%)
[  3] 168.0-169.0 sec  2.92 MBytes  24.5 Mbits/sec   5.128 ms    1/ 2081 (0.048%)
[  3] 169.0-170.0 sec  3.11 MBytes  26.1 Mbits/sec   8.820 ms    5/ 2225 (0.22%)
[  3] 170.0-171.0 sec  2.86 MBytes  24.0 Mbits/sec   2.971 ms    0/ 2042 (0%)
[  3] 171.0-172.0 sec  2.92 MBytes  24.5 Mbits/sec   1.475 ms    1/ 2083 (0.048%)
[  3] 172.0-173.0 sec  3.12 MBytes  26.2 Mbits/sec   1.805 ms    0/ 2227 (0%)
[  3] 173.0-174.0 sec  2.39 MBytes  20.1 Mbits/sec   1.380 ms    1/ 1707 (0.059%)
[  3] 174.0-175.0 sec  3.12 MBytes  26.2 Mbits/sec   1.171 ms    1/ 2225 (0.045%)
[  3] 175.0-176.0 sec  4.26 MBytes  35.7 Mbits/sec   0.889 ms    0/ 3038 (0%)
[  3] 176.0-177.0 sec  3.68 MBytes  30.8 Mbits/sec   1.683 ms    0/ 2622 (0%)
[  3] 177.0-178.0 sec  3.29 MBytes  27.6 Mbits/sec   3.086 ms    3/ 2348 (0.13%)
[  3] 178.0-179.0 sec  3.42 MBytes  28.7 Mbits/sec  12.504 ms    2/ 2441 (0.082%)
[  3] 179.0-180.0 sec  4.01 MBytes  33.7 Mbits/sec   1.911 ms    0/ 2863 (0%)
[  3] 180.0-181.0 sec  3.16 MBytes  26.5 Mbits/sec   0.566 ms    1/ 2255 (0.044%)
[  3] 181.0-182.0 sec  3.26 MBytes  27.3 Mbits/sec   0.580 ms    2/ 2327 (0.086%)
[  3] 182.0-183.0 sec  4.25 MBytes  35.7 Mbits/sec   1.456 ms    0/ 3032 (0%)
[  3] 183.0-184.0 sec  3.01 MBytes  25.3 Mbits/sec   0.397 ms    2/ 2151 (0.093%)
[  3] 184.0-185.0 sec  2.83 MBytes  23.8 Mbits/sec   0.819 ms    2/ 2023 (0.099%)
[  3] 185.0-186.0 sec  2.25 MBytes  18.9 Mbits/sec   1.809 ms    1/ 1607 (0.062%)
[  3] 186.0-187.0 sec  2.95 MBytes  24.7 Mbits/sec   0.328 ms    2/ 2104 (0.095%)
[  3] 187.0-188.0 sec  3.12 MBytes  26.2 Mbits/sec   1.052 ms    0/ 2227 (0%)
[  3] 188.0-189.0 sec  2.35 MBytes  19.7 Mbits/sec   1.372 ms    1/ 1678 (0.06%)
[  3] 189.0-190.0 sec  2.98 MBytes  25.0 Mbits/sec   2.534 ms    1/ 2126 (0.047%)
[  3] 190.0-191.0 sec  6.16 MBytes  51.7 Mbits/sec   5.287 ms    0/ 4397 (0%)
[  3] 191.0-192.0 sec  3.68 MBytes  30.9 Mbits/sec   0.683 ms    0/ 2624 (0%)
[  3] 192.0-193.0 sec  4.11 MBytes  34.5 Mbits/sec   0.446 ms    0/ 2933 (0%)
[  3] 193.0-194.0 sec  3.53 MBytes  29.6 Mbits/sec   1.212 ms    1/ 2519 (0.04%)
[  3] 194.0-195.0 sec  3.51 MBytes  29.5 Mbits/sec   0.697 ms    0/ 2507 (0%)
[  3] 195.0-196.0 sec  3.23 MBytes  27.1 Mbits/sec   1.324 ms    1/ 2304 (0.043%)
[  3] 196.0-197.0 sec  3.53 MBytes  29.6 Mbits/sec   2.386 ms    1/ 2518 (0.04%)
[  3] 197.0-198.0 sec  3.38 MBytes  28.3 Mbits/sec   0.918 ms    1/ 2409 (0.042%)
[  3] 198.0-199.0 sec  3.12 MBytes  26.2 Mbits/sec   1.212 ms    2/ 2230 (0.09%)
[  3] 199.0-200.0 sec  3.15 MBytes  26.4 Mbits/sec   1.313 ms    3/ 2251 (0.13%)
[  3] 200.0-201.0 sec  3.53 MBytes  29.6 Mbits/sec   5.042 ms    0/ 2520 (0%)
[  3] 201.0-202.0 sec  2.17 MBytes  18.2 Mbits/sec   0.936 ms    7/ 1558 (0.45%)
[  3] 202.0-203.0 sec  3.24 MBytes  27.2 Mbits/sec   2.816 ms    2/ 2313 (0.086%)
[  3] 203.0-204.0 sec  3.22 MBytes  27.0 Mbits/sec   2.117 ms    2/ 2298 (0.087%)
[  3] 204.0-205.0 sec  2.77 MBytes  23.2 Mbits/sec   0.289 ms    1/ 1978 (0.051%)
[  3] 205.0-206.0 sec  3.42 MBytes  28.7 Mbits/sec   0.130 ms    0/ 2437 (0%)
[  3] 206.0-207.0 sec  2.83 MBytes  23.8 Mbits/sec   1.811 ms    2/ 2022 (0.099%)
[  3] 207.0-208.0 sec  3.74 MBytes  31.4 Mbits/sec   3.472 ms    0/ 2668 (0%)
[  3] 208.0-209.0 sec  3.59 MBytes  30.1 Mbits/sec   0.766 ms    0/ 2563 (0%)
