------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.81 port 5001 connected with 192.168.2.85 port 41905
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  16.0 MBytes   134 Mbits/sec   0.410 ms    0/11386 (0%)
[  3] 95.0-96.0 sec  3.78 MBytes  31.7 Mbits/sec   2.187 ms    0/ 2696 (0%)
[  3] 96.0-97.0 sec  2.62 MBytes  21.9 Mbits/sec   1.031 ms    2/ 1868 (0.11%)
[  3] 97.0-98.0 sec  4.17 MBytes  35.0 Mbits/sec   7.041 ms    0/ 2976 (0%)
[  3] 98.0-99.0 sec  3.46 MBytes  29.0 Mbits/sec   2.041 ms    0/ 2467 (0%)
[  3] 99.0-100.0 sec  2.05 MBytes  17.2 Mbits/sec   1.320 ms    5/ 1467 (0.34%)
[  3] 100.0-101.0 sec  3.17 MBytes  26.6 Mbits/sec   0.339 ms    0/ 2261 (0%)
[  3] 101.0-102.0 sec  3.05 MBytes  25.6 Mbits/sec   5.703 ms   17/ 2196 (0.77%)
[  3] 102.0-103.0 sec  3.75 MBytes  31.4 Mbits/sec   5.544 ms    3/ 2675 (0.11%)
[  3] 103.0-104.0 sec  3.97 MBytes  33.3 Mbits/sec   2.385 ms    0/ 2830 (0%)
[  3] 104.0-105.0 sec  3.54 MBytes  29.7 Mbits/sec   0.585 ms    0/ 2526 (0%)
[  3] 105.0-106.0 sec  3.15 MBytes  26.4 Mbits/sec   0.440 ms    5/ 2253 (0.22%)
[  3] 106.0-107.0 sec  3.62 MBytes  30.4 Mbits/sec   0.827 ms    0/ 2582 (0%)
[  3] 107.0-108.0 sec  2.77 MBytes  23.3 Mbits/sec   1.155 ms    0/ 1978 (0%)
[  3] 108.0-109.0 sec  2.57 MBytes  21.5 Mbits/sec   2.599 ms    1/ 1831 (0.055%)
[  3] 109.0-110.0 sec  4.02 MBytes  33.7 Mbits/sec   2.428 ms    0/ 2869 (0%)
[  3] 110.0-111.0 sec  3.31 MBytes  27.8 Mbits/sec   1.705 ms    0/ 2361 (0%)
[  3] 111.0-112.0 sec  3.47 MBytes  29.1 Mbits/sec   6.102 ms    0/ 2475 (0%)
[  3] 112.0-113.0 sec  3.09 MBytes  25.9 Mbits/sec   1.071 ms    0/ 2204 (0%)
[  3] 113.0-114.0 sec  3.17 MBytes  26.6 Mbits/sec   7.760 ms    0/ 2262 (0%)
[  3] 114.0-115.0 sec  2.39 MBytes  20.1 Mbits/sec   1.589 ms    0/ 1708 (0%)
[  3] 115.0-116.0 sec  2.30 MBytes  19.3 Mbits/sec   3.339 ms    1/ 1640 (0.061%)
[  3] 116.0-117.0 sec  3.55 MBytes  29.8 Mbits/sec   5.227 ms    0/ 2534 (0%)
[  3] 117.0-118.0 sec  3.45 MBytes  28.9 Mbits/sec   0.654 ms    0/ 2461 (0%)
[  3] 118.0-119.0 sec  3.07 MBytes  25.7 Mbits/sec   4.004 ms    1/ 2188 (0.046%)
[  3] 119.0-120.0 sec  2.62 MBytes  22.0 Mbits/sec   9.719 ms    1/ 1868 (0.054%)
[  3] 120.0-121.0 sec  3.50 MBytes  29.4 Mbits/sec   1.275 ms    1/ 2501 (0.04%)
[  3] 121.0-122.0 sec  3.70 MBytes  31.0 Mbits/sec   0.381 ms    0/ 2637 (0%)
[  3] 122.0-123.0 sec  3.60 MBytes  30.2 Mbits/sec   6.354 ms    0/ 2571 (0%)
[  3] 123.0-124.0 sec  3.33 MBytes  28.0 Mbits/sec   2.958 ms    0/ 2378 (0%)
[  3] 124.0-125.0 sec  2.59 MBytes  21.7 Mbits/sec   4.855 ms    0/ 1848 (0%)
[  3] 125.0-126.0 sec  3.20 MBytes  26.9 Mbits/sec   0.190 ms    0/ 2285 (0%)
[  3] 126.0-127.0 sec  4.18 MBytes  35.1 Mbits/sec   2.025 ms    0/ 2984 (0%)
[  3] 127.0-128.0 sec  2.66 MBytes  22.3 Mbits/sec   0.387 ms    0/ 1897 (0%)
[  3] 128.0-129.0 sec  3.82 MBytes  32.0 Mbits/sec   0.831 ms    0/ 2725 (0%)
[  3] 129.0-130.0 sec  3.06 MBytes  25.7 Mbits/sec   3.810 ms    0/ 2185 (0%)
[  3] 130.0-131.0 sec  3.94 MBytes  33.1 Mbits/sec   3.658 ms    0/ 2813 (0%)
[  3] 131.0-132.0 sec  3.07 MBytes  25.8 Mbits/sec   2.874 ms    0/ 2193 (0%)
[  3] 132.0-133.0 sec  3.69 MBytes  31.0 Mbits/sec   0.263 ms    1/ 2636 (0.038%)
[  3] 133.0-134.0 sec  4.13 MBytes  34.6 Mbits/sec   1.267 ms    0/ 2945 (0%)
[  3] 134.0-135.0 sec  5.36 MBytes  45.0 Mbits/sec   0.636 ms    0/ 3825 (0%)
[  3] 135.0-136.0 sec  4.26 MBytes  35.7 Mbits/sec   4.328 ms    0/ 3038 (0%)
[  3] 136.0-137.0 sec  4.03 MBytes  33.8 Mbits/sec   3.903 ms    0/ 2877 (0%)
[  3] 137.0-138.0 sec  3.57 MBytes  29.9 Mbits/sec   4.283 ms    0/ 2543 (0%)
[  3] 138.0-139.0 sec  3.88 MBytes  32.5 Mbits/sec   0.512 ms    1/ 2767 (0.036%)
[  3] 139.0-140.0 sec  3.13 MBytes  26.2 Mbits/sec   2.124 ms    0/ 2231 (0%)
[  3] 140.0-141.0 sec  3.34 MBytes  28.0 Mbits/sec   0.296 ms    0/ 2382 (0%)
[  3] 141.0-142.0 sec  3.31 MBytes  27.8 Mbits/sec   1.670 ms   20/ 2381 (0.84%)
[  3] 142.0-143.0 sec  2.45 MBytes  20.6 Mbits/sec   0.440 ms    0/ 1748 (0%)
[  3] 143.0-144.0 sec  2.77 MBytes  23.2 Mbits/sec   4.111 ms    0/ 1977 (0%)
[  3] 144.0-145.0 sec  2.44 MBytes  20.5 Mbits/sec   2.109 ms    0/ 1740 (0%)
[  3] 145.0-146.0 sec  3.77 MBytes  31.6 Mbits/sec   1.438 ms    0/ 2690 (0%)
[  3] 146.0-147.0 sec  2.71 MBytes  22.7 Mbits/sec   2.268 ms    4/ 1934 (0.21%)
[  3] 147.0-148.0 sec  3.15 MBytes  26.4 Mbits/sec   0.465 ms   23/ 2268 (1%)
[  3] 148.0-149.0 sec  3.12 MBytes  26.1 Mbits/sec   1.137 ms    1/ 2223 (0.045%)
[  3] 149.0-150.0 sec  2.58 MBytes  21.6 Mbits/sec   0.663 ms    3/ 1842 (0.16%)
[  3] 150.0-151.0 sec  4.65 MBytes  39.0 Mbits/sec   1.285 ms    0/ 3318 (0%)
[  3] 151.0-152.0 sec  3.06 MBytes  25.7 Mbits/sec   1.952 ms    0/ 2184 (0%)
[  3] 152.0-153.0 sec  2.34 MBytes  19.6 Mbits/sec   2.815 ms    0/ 1667 (0%)
[  3] 153.0-154.0 sec  3.88 MBytes  32.6 Mbits/sec   2.123 ms    1/ 2770 (0.036%)
[  3] 154.0-155.0 sec  2.62 MBytes  22.0 Mbits/sec   0.407 ms   10/ 1882 (0.53%)
[  3] 155.0-156.0 sec  4.10 MBytes  34.4 Mbits/sec   1.447 ms    3/ 2927 (0.1%)
[  3] 156.0-157.0 sec  2.91 MBytes  24.4 Mbits/sec   0.823 ms    0/ 2078 (0%)
[  3] 157.0-158.0 sec  3.11 MBytes  26.1 Mbits/sec   3.112 ms    3/ 2222 (0.14%)
[  3] 158.0-159.0 sec  3.09 MBytes  25.9 Mbits/sec   2.697 ms    0/ 2203 (0%)
[  3] 159.0-160.0 sec  2.62 MBytes  22.0 Mbits/sec   2.938 ms    0/ 1867 (0%)
[  3] 160.0-161.0 sec  3.55 MBytes  29.8 Mbits/sec   0.683 ms    0/ 2533 (0%)
[  3] 161.0-162.0 sec  3.58 MBytes  30.1 Mbits/sec   7.826 ms    2/ 2558 (0.078%)
[  3] 162.0-163.0 sec  3.52 MBytes  29.5 Mbits/sec  15.345 ms    5/ 2516 (0.2%)
[  3] 163.0-164.0 sec  2.71 MBytes  22.7 Mbits/sec   1.896 ms    0/ 1930 (0%)
[  3] 164.0-165.0 sec  3.98 MBytes  33.4 Mbits/sec   2.156 ms    0/ 2836 (0%)
[  3] 165.0-166.0 sec  2.28 MBytes  19.2 Mbits/sec   6.617 ms    0/ 1629 (0%)
[  3] 166.0-167.0 sec  2.28 MBytes  19.1 Mbits/sec   0.954 ms    0/ 1624 (0%)
[  3] 167.0-168.0 sec  3.20 MBytes  26.9 Mbits/sec   4.877 ms    0/ 2284 (0%)
